Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_Car,Power_per_Liter,Mileage_per_Seat
1571,Maruti Wagon R LX BS IV,Pune,2011,71000,1,0,First,20.51,998,67.04,5.0,2.6,13,3.27,4.1
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,0,0,First,24.0,1186,73.97,5.0,3.85,10,3.08,4.8
1580,Hyundai i10 Magna 1.2,Mumbai,2008,62000,1,0,Second,20.36,1197,78.9,5.0,1.65,16,3.88,4.07
1586,Hyundai EON Era,Coimbatore,2013,65060,1,0,First,21.1,814,55.2,5.0,3.32,11,2.62,4.22
1588,Maruti Alto 800 VXI,Kolkata,2015,11110,1,0,First,22.74,796,47.3,5.0,2.35,9,2.08,4.55
1592,Maruti Swift VVT VXI,Pune,2016,27755,1,0,First,22.0,1197,81.80,5.0,5.45,8,3.72,4.4
1593,Hyundai EON Magna Plus,Hyderabad,2013,20000,1,0,Second,21.1,814,55.2,5.0,2.3,11,2.62,4.22
1594,Maruti Swift Dzire ZXI,Kochi,2015,24782,1,0,First,20.85,1197,83.14,5.0,6.21,9,3.99,4.17
1599,Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,0,0,First,20.14,1498,88.8,5.0,4.0,8,4.41,4.03
1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,0,0,First,20.14,1498,88.8,5.0,4.42,10,4.41,4.03
1606,Honda Amaze VX i-DTEC,Kochi,2015,61691,0,0,First,25.8,1498,98.6,5.0,5.38,9,3.82,5.16
1608,Maruti Wagon R AMT VXI,Jaipur,2016,68630,1,1,First,20.51,998,67,5.0,3.87,8,3.27,4.1
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,1,0,First,20.73,1373,91.1,5.0,9.28,6,4.39,4.15
1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,1,0,First,20.73,1373,91.2,5.0,7.8,8,4.4,4.15
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,0,0,First,23.0,1396,90,5.0,4.5,12,3.91,4.6
1620,Maruti Celerio VXI AT,Bangalore,2014,49800,1,1,First,23.1,998,67.04,5.0,4.0,10,2.9,4.62
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,0,0,First,20.86,1199,73.9,5.0,2.51,12,3.54,4.17
1622,Maruti Swift VDI BSIV,Delhi,2015,60095,0,0,First,25.2,1248,74,5.0,4.75,9,2.94,5.04
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,1,0,Second,20.36,1197,78.9,5.0,2.1,14,3.88,4.07
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,0,0,First,25.2,1248,74,5.0,6.0,7,2.94,5.04
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,0,0,First,22.7,1498,89.84,5.0,7.54,7,3.96,4.54
1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,1,0,First,20.73,1373,91.1,5.0,6.84,9,4.39,4.15
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,0,0,First,27.3,1498,98.6,5.0,8.0,7,3.61,5.46
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,0,0,First,24.0,1120,70,5.0,5.5,7,2.92,4.8
1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,0,0,First,24.2,1498,98.6,7.0,5.75,10,4.07,3.46
1645,Maruti Ritz VDi,Hyderabad,2010,79894,0,0,First,21.1,1248,73.9,5.0,3.4,14,3.5,4.22
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,0,0,First,23.0,1396,90,5.0,6.75,8,3.91,4.6
1661,Hyundai i10 Magna,Kolkata,2013,21000,1,0,First,20.36,1197,78.9,5.0,2.35,11,3.88,4.07
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,0,0,First,25.8,1498,98.6,5.0,3.65,11,3.82,5.16
1663,Maruti Wagon R LXI,Delhi,2012,45631,1,0,Second,22.5,998,67.04,5.0,2.74,12,2.98,4.5
1670,Hyundai EON Sportz,Hyderabad,2017,31829,1,0,First,21.1,814,55.2,5.0,3.65,7,2.62,4.22
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,1,0,First,24.07,998,67.1,5.0,3.22,13,2.79,4.81
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,0,0,First,22.07,1199,73.9,5.0,3.25,10,3.35,4.41
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,0,0,First,20.14,1498,88.8,5.0,5.39,9,4.41,4.03
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,0,0,First,23.0,1396,90,5.0,4.6,13,3.91,4.6
1709,Maruti Swift VXI Optional,Kochi,2017,37124,1,0,First,20.4,1197,81.80,5.0,5.44,7,4.01,4.08
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,1,1,First,21.4,1197,83.1,5.0,6.2,7,3.88,4.28
1713,Tata Nano Lx,Pune,2011,65000,1,0,Second,26.0,624,35,4.0,0.44,13,1.35,6.5
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,1,0,First,21.56,1462,103.25,5.0,8.2,7,4.79,4.31
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,0,0,First,25.83,1498,99,5.0,7.55,9,3.83,5.17
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,0,0,First,20.3,1248,75,5.0,2.2,13,3.69,4.06
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,0,0,First,23.4,1248,74,5.0,4.35,10,3.16,4.68
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,0,0,First,22.7,1498,89.84,5.0,6.8,10,3.96,4.54
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,0,0,First,22.07,1199,73.9,5.0,5.7,10,3.35,4.41
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,1,0,First,22.5,998,67.04,5.0,2.75,14,2.98,4.5
1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,0,0,First,24.52,1248,88.5,7.0,8.0,7,3.61,3.5
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,1,1,First,20.51,998,67,5.0,3.85,9,3.27,4.1
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,0,0,Second,21.0,1461,64.1,5.0,2.4,13,3.05,4.2
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,1,0,First,21.7,999,67,5.0,4.25,7,3.09,4.34
1756,Maruti Swift DDiS VDI,Pune,2008,150000,0,0,Second,28.4,1248,74,5.0,2.7,16,2.61,5.68
1757,Datsun GO T Option,Hyderabad,2016,19000,1,0,First,20.63,1198,67,5.0,2.99,8,3.25,4.13
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,0,0,First,20.77,1248,88.8,7.0,5.85,12,4.28,2.97
1765,Maruti Ritz LDi,Jaipur,2011,79232,0,0,First,21.1,1248,73.9,5.0,2.9,13,3.5,4.22
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,1,0,First,20.3,998,68.05,5.0,2.75,10,3.35,4.06
1769,Maruti Swift VDI,Pune,2014,75216,0,0,First,22.9,1248,74,5.0,5.1,10,3.23,4.58
1772,Maruti Swift VDI,Hyderabad,2013,53996,0,0,First,22.9,1248,74,5.0,5.45,11,3.23,4.58
1782,Maruti Swift VDI,Pune,2012,75000,0,0,First,22.9,1248,74,5.0,4.35,12,3.23,4.58
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,1,1,First,22.5,998,67,5.0,5.23,7,2.98,4.5
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,0,0,First,25.8,1498,98.6,5.0,4.4,10,3.82,5.16
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,0,0,Second,22.7,1498,89.84,5.0,5.49,9,3.96,4.54
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,0,1,First,28.4,1248,73.75,5.0,9.0,7,2.6,5.68
1795,Maruti Swift VDI,Kochi,2016,38143,0,0,First,22.9,1248,74,5.0,5.22,8,3.23,4.58
1798,Maruti Swift VXI,Mumbai,2016,23555,1,0,First,22.0,1197,81.80,5.0,5.1,8,3.72,4.4
1801,Tata Nano Lx BSIV,Kochi,2012,4187,1,0,First,26.0,624,35,4.0,1.38,12,1.35,6.5
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,0,0,First,22.95,1248,74,5.0,5.25,7,3.22,4.59
1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,1,0,First,21.1,814,55.2,5.0,1.95,11,2.62,4.22
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,0,0,First,24.4,1120,71,5.0,5.5,9,2.91,4.88
1812,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,0,0,First,20.34,1498,103.2,5.0,7.95,8,5.07,4.07
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,0,0,First,25.32,1198,77,5.0,4.7,7,3.04,5.06
1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,0,0,First,24.3,1248,88.5,5.0,9.58,7,3.64,4.86
1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,0,0,Second,22.54,1396,88.73,5.0,7.0,9,3.94,4.51
1836,Hyundai i10 Sportz 1.2,Chennai,2010,77000,1,0,Second,20.36,1197,78.9,5.0,2.1,14,3.88,4.07
1839,Maruti Ertiga VDI,Delhi,2014,79870,0,0,First,20.77,1248,88.76,7.0,5.35,10,4.27,2.97
1840,Honda Amaze S i-Dtech,Delhi,2013,90000,0,0,First,25.8,1498,98.6,5.0,3.8,11,3.82,5.16
1843,Hyundai i10 Sportz 1.2,Pune,2009,68000,1,0,Third,20.36,1197,78.9,5.0,1.95,15,3.88,4.07
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,0,0,First,28.4,1248,74,5.0,8.2,7,2.61,5.68
1851,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,0,0,First,24.4,1120,71,5.0,3.7,9,2.91,4.88
1852,Maruti Celerio VXI AT,Mumbai,2014,53000,1,1,First,23.1,998,67.04,5.0,3.8,10,2.9,4.62
1853,Hyundai i10 Sportz,Jaipur,2014,60000,1,0,First,20.36,1197,78.9,5.0,3.25,10,3.88,4.07
1865,Maruti Ritz LDi,Delhi,2014,32805,0,0,First,23.2,1248,73.94,5.0,3.6,10,3.19,4.64
1866,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,0,1,First,21.21,1498,103.2,5.0,7.12,8,4.87,4.24
1867,Honda City i DTEC SV,Kochi,2016,55700,0,0,First,26.0,1498,98.6,5.0,7.52,8,3.79,5.2
1873,Maruti Ciaz ZXi,Delhi,2017,17000,1,0,First,20.73,1373,91.1,5.0,7.65,7,4.39,4.15
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,0,0,First,28.09,1248,88.5,5.0,6.4,8,3.15,5.62
1878,Tata Indica V2 eLX,Pune,2017,8200,0,0,First,25.0,1396,69,5.0,4.4,7,2.76,5.0
1888,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,0,1,First,22.0,1498,108.495,5.0,8.89,7,4.93,4.4
1894,Hyundai EON D Lite Plus,Kolkata,2014,26008,1,0,First,21.1,814,55.2,5.0,1.97,10,2.62,4.22
1897,Renault Scala Diesel RxL,Kolkata,2013,40000,0,0,First,21.64,1461,84.8,5.0,4.0,11,3.92,4.33
1905,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,1,0,First,20.73,1373,91.1,5.0,9.96,6,4.39,4.15
1906,Maruti Swift ZDi,Hyderabad,2013,99595,0,0,Second,22.9,1248,74,5.0,4.75,11,3.23,4.58
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,0,0,First,27.3,1498,98.6,5.0,7.48,8,3.61,5.46
1920,Maruti Dzire VDI,Delhi,2016,45376,0,0,First,28.4,1248,73.75,5.0,5.75,8,2.6,5.68
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,0,0,First,23.0,1498,98.96,5.0,8.09,7,4.3,4.6
1931,Hyundai i10 Magna,Kolkata,2012,58235,1,0,First,20.36,1197,78.9,5.0,2.45,12,3.88,4.07
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,0,0,First,23.0,1498,98.96,5.0,8.99,7,4.3,4.6
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,0,0,First,28.4,1248,73.75,5.0,8.2,7,2.6,5.68
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,0,0,First,22.54,1396,88.73,5.0,7.3,8,3.94,4.51
1938,Hyundai i10 Magna,Delhi,2015,34951,1,0,Second,20.36,1197,78.9,5.0,3.15,9,3.88,4.07
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,0,0,First,27.3,1498,98.6,5.0,7.75,8,3.61,5.46
1946,Maruti Swift VDI,Coimbatore,2014,83274,0,0,First,22.9,1248,74,5.0,5.79,10,3.23,4.58
1951,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,0,0,Second,20.4,1248,91.2,5.0,1.75,15,4.47,4.08
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,0,0,First,21.9,1396,90,5.0,3.75,13,4.11,4.38
1957,Honda Mobilio S i DTEC,Kochi,2015,50624,0,0,First,24.2,1498,98.6,7.0,6.32,9,4.07,3.46
1960,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,1,0,First,20.36,1197,78.9,5.0,2.1,14,3.88,4.07
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,0,0,First,24.3,1248,88.5,5.0,9.3,8,3.64,4.86
1966,Maruti Swift LDI,Delhi,2015,51000,0,0,First,22.9,1248,74,5.0,4.74,9,3.23,4.58
1970,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,0,0,First,22.77,1498,98.59,5.0,8.45,7,4.33,4.55
1978,Maruti Ciaz VXi Plus,Mumbai,2015,35770,1,0,First,20.73,1373,91.1,5.0,5.95,9,4.39,4.15
1980,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,0,1,First,21.66,1498,103.52,5.0,4.25,9,4.78,4.33
1983,Maruti Celerio VXI,Chennai,2014,41123,1,0,First,23.1,998,67.04,5.0,3.4,10,2.9,4.62
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,0,0,First,23.4,1248,74,5.0,5.5,6,3.16,4.68
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,0,0,First,21.9,1396,90,5.0,3.95,12,4.11,4.38
1990,Maruti Dzire VDI,Mumbai,2012,74000,0,0,Second,28.4,1248,73.75,5.0,4.25,12,2.6,5.68
1992,Maruti Ertiga VDI,Hyderabad,2012,82085,0,0,First,20.77,1248,88.76,7.0,6.5,12,4.27,2.97
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,0,0,First,21.43,1364,86.79,5.0,7.12,11,4.05,4.29
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,0,1,First,24.3,1248,88.5,5.0,11.25,6,3.64,4.86
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,1,0,First,20.14,1197,81.86,5.0,3.67,10,4.06,4.03
2011,Renault KWID RXT,Kolkata,2017,25000,1,0,First,25.17,799,53.3,5.0,2.99,7,2.12,5.03
2015,Maruti Swift VDI BSIV,Coimbatore,2014,44282,0,0,First,25.2,1248,74,5.0,5.99,10,2.94,5.04
2016,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,0,0,First,21.64,1461,84.8,5.0,2.59,12,3.92,4.33
2018,Maruti Ciaz ZDi SHVS,Pune,2016,50000,0,0,First,28.09,1248,88.5,5.0,8.5,8,3.15,5.62
2032,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,0,0,First,22.07,1199,73.9,5.0,2.49,13,3.35,4.41
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,0,0,First,22.7,1498,89.84,5.0,6.25,10,3.96,4.54
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,0,0,First,24.0,1120,70,5.0,4.88,9,2.92,4.8
2038,Hyundai EON Era Plus,Kolkata,2012,60000,1,0,First,21.1,814,55.2,5.0,1.99,12,2.62,4.22
2039,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,1,0,First,20.36,1197,78.9,5.0,2.8,14,3.88,4.07
2043,Maruti Swift ZXI,Ahmedabad,2015,40000,1,0,First,20.4,1197,81.80,5.0,5.9,9,4.01,4.08
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,1,0,First,20.89,1197,81.80,5.0,6.36,7,3.92,4.18
2070,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,1,0,First,20.92,998,67.1,5.0,2.1,12,3.21,4.18
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,0,1,First,20.7,1496,113.98,5.0,34.0,7,5.51,4.14
2076,Honda City i DTEC SV,Kolkata,2014,40000,0,0,First,26.0,1498,98.6,5.0,4.45,10,3.79,5.2
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,0,0,First,26.1,1498,99,5.0,8.41,9,3.79,5.22
2082,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,1,0,First,20.36,1197,78.9,5.0,3.65,12,3.88,4.07
2087,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,0,0,First,28.09,1248,88.5,5.0,8.45,8,3.15,5.62
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,1,1,First,23.1,998,67.04,5.0,3.94,8,2.9,4.62
2094,Maruti Dzire VDI,Kolkata,2015,28193,0,0,First,28.4,1248,73.75,5.0,5.25,9,2.6,5.68
2103,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,0,0,First,25.32,1198,77,6.0,3.7,8,3.04,4.22
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,1,0,First,22.74,796,47.3,5.0,2.41,11,2.08,4.55
2107,Toyota Etios GD,Hyderabad,2015,116000,0,0,Second,23.59,1364,67.05,5.0,5.8,9,2.84,4.72
2117,Maruti Baleno Delta Automatic,Kochi,2018,21684,1,1,First,21.4,1197,83.1,5.0,7.89,6,3.88,4.28
2124,Maruti Baleno Alpha 1.2,Kochi,2017,25040,1,0,First,21.4,1197,83.1,5.0,7.74,7,3.88,4.28
2125,Hyundai i10 Sportz,Bangalore,2008,84000,1,0,First,20.36,1197,78.9,5.0,2.5,16,3.88,4.07
2127,Maruti Baleno Delta,Mumbai,2016,12573,1,0,First,21.4,1197,83.1,5.0,5.8,8,3.88,4.28
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,0,0,First,21.9,1396,90,5.0,3.9,12,4.11,4.38
2138,Maruti Ertiga ZDI,Delhi,2013,68000,0,0,First,25.47,1248,88.50,7.0,4.85,11,3.47,3.64
2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,0,0,First,24.52,1248,88.5,7.0,8.1,7,3.61,3.5
2141,Tata Indigo CS eVX,Chennai,2016,78000,0,0,Second,25.0,1396,69.01,5.0,2.35,8,2.76,5.0
2142,Maruti Alto K10 LXI,Pune,2012,100000,1,0,First,20.92,998,67.1,5.0,1.8,12,3.21,4.18
2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,1,0,First,21.1,814,55.2,5.0,3.42,9,2.62,4.22
2148,Hyundai EON D Lite Plus,Coimbatore,2013,54884,1,0,Second,21.1,814,55.2,5.0,3.69,11,2.62,4.22
2151,Maruti Swift VDI,Hyderabad,2013,84000,0,0,First,28.4,1248,74,5.0,5.65,11,2.61,5.68
2152,Maruti Ritz VDi,Kolkata,2011,77400,0,0,First,21.1,1248,73.9,5.0,2.5,13,3.5,4.22
2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,0,0,First,21.79,1248,88.73,5.0,4.5,10,4.07,4.36
2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,1,1,First,21.4,1197,83.1,5.0,8.6,7,3.88,4.28
2175,Honda Amaze EX i-Dtech,Jaipur,2013,70961,0,0,First,25.8,1498,98.6,5.0,4.0,11,3.82,5.16
2177,Maruti Alto 800 LXI,Hyderabad,2015,96000,1,0,First,22.74,796,47.3,5.0,2.5,9,2.08,4.55
2183,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,0,0,First,21.9,1396,90,5.0,2.74,12,4.11,4.38
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,0,0,First,24.3,1248,88.5,5.0,8.0,7,3.64,4.86
2188,Maruti Ritz VDi,Coimbatore,2013,73278,0,0,First,21.1,1248,73.9,5.0,5.05,11,3.5,4.22
2195,Maruti Wagon R VXI,Kolkata,2016,16956,1,0,First,22.5,998,67.04,5.0,3.6,8,2.98,4.5
2197,Maruti SX4 VDI,Delhi,2011,75000,0,0,First,21.5,1248,88.8,5.0,2.5,13,4.13,4.3
2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,0,0,Second,23.5,1498,90,5.0,3.5,11,3.83,4.7
2200,Maruti Wagon R VXI,Mumbai,2010,38000,1,0,Second,22.5,998,67.04,5.0,1.75,14,2.98,4.5
2202,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,1,1,First,21.4,1197,83.1,5.0,7.75,6,3.88,4.28
2210,Maruti Alto K10 VXI AGS,Chennai,2016,57000,1,1,First,24.07,998,67.1,5.0,3.4,8,2.79,4.81
2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,1,0,First,24.7,796,47.3,5.0,2.1,11,1.91,4.94
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,0,0,Second,23.0,1396,90,5.0,3.95,15,3.91,4.6
2217,Toyota Corolla Altis D-4D G,Kochi,2013,81504,0,0,First,21.43,1364,87.2,5.0,6.53,11,4.07,4.29
2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,0,0,First,23.59,1364,67.06,5.0,6.71,8,2.84,4.72
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,0,0,First,22.7,1498,89.84,5.0,6.63,9,3.96,4.54
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,1,0,First,23.1,998,67.04,5.0,5.11,7,2.9,4.62
2235,Maruti Ritz VDi,Kolkata,2012,39772,0,0,First,23.2,1248,73.94,5.0,2.85,12,3.19,4.64
2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,1,0,First,23.84,1199,84,5.0,3.6,8,3.52,4.77
2244,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,0,0,First,21.9,1396,90,5.0,5.02,9,4.11,4.38
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,1,0,First,21.5,1197,81.80,5.0,3.1,9,3.8,4.3
2248,Fiat Linea Emotion (Diesel),Kolkata,2015,32000,0,0,First,20.4,1248,91.7,5.0,4.65,9,4.5,4.08
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,0,0,First,25.6,1498,98.6,5.0,12.9,7,3.85,5.12
2253,Maruti Swift LXI Option,Chennai,2015,29500,1,0,First,20.4,1197,81.80,5.0,4.15,9,4.01,4.08
2255,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,1,0,First,24.7,796,47.3,5.0,2.65,8,1.91,4.94
2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,1,0,First,21.4,1197,83.1,5.0,5.65,7,3.88,4.28
2273,Honda Amaze S i-Dtech,Pune,2014,52000,0,0,Second,25.8,1498,98.6,5.0,4.1,10,3.82,5.16
2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,0,0,First,23.0,1498,98.96,5.0,8.45,7,4.3,4.6
2280,Maruti Celerio VXI,Kolkata,2016,25562,1,0,First,23.1,998,67.04,5.0,3.5,8,2.9,4.62
2283,Maruti Ciaz VDi,Jaipur,2017,62691,0,0,First,26.21,1248,88.5,5.0,7.5,7,3.38,5.24
2287,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,1,0,First,20.92,998,67.1,5.0,2.2,11,3.21,4.18
2290,Maruti Swift VDI,Kochi,2016,62192,0,0,First,28.4,1248,74,5.0,5.22,8,2.61,5.68
2292,Maruti Ciaz Alpha,Kochi,2018,38394,1,0,First,21.56,1462,103.25,5.0,9.18,6,4.79,4.31
2293,Tata Nano Lx,Coimbatore,2013,37287,1,0,First,26.0,624,35,4.0,1.74,11,1.35,6.5
2296,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,0,0,First,22.54,1396,88.73,5.0,5.64,10,3.94,4.51
2310,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,0,0,Second,28.09,1248,88.5,5.0,7.85,8,3.15,5.62
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,0,0,First,20.64,1498,108.5,5.0,3.25,13,5.26,4.13
2315,Maruti Swift VXI BSIV,Kolkata,2017,13000,1,0,First,20.4,1197,81.80,5.0,4.65,7,4.01,4.08
2320,Maruti Celerio LXI,Kolkata,2015,30458,1,0,First,23.1,998,67.04,5.0,2.99,9,2.9,4.62
2322,Tata Nano XT,Pune,2011,50000,1,0,Second,23.9,624,37.48,4.0,0.75,13,1.57,5.98
2324,Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,72563,0,0,Second,22.77,1498,98.59,5.0,5.0,10,4.33,4.55
2329,Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,63000,0,0,First,20.14,1498,88.8,5.0,5.11,9,4.41,4.03
2337,Hyundai i10 Sportz,Kochi,2012,42591,1,0,First,20.36,1197,78.9,5.0,3.2,12,3.88,4.07
2338,Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,0,0,First,23.0,1396,90,5.0,4.5,12,3.91,4.6
2339,Honda Amaze S i-Dtech,Pune,2014,48000,0,0,Second,25.8,1498,98.6,5.0,4.5,10,3.82,5.16
2342,Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,0,0,First,20.14,1498,88.8,5.0,4.1,9,4.41,4.03
2344,Maruti Baleno Zeta Automatic,Kochi,2017,36152,1,1,First,21.4,1197,83.1,5.0,7.22,7,3.88,4.28
2345,Maruti Swift VDI,Hyderabad,2014,85512,0,0,First,22.9,1248,74,5.0,5.8,10,3.23,4.58
2347,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,36000,0,0,Second,22.7,1498,89.84,5.0,6.35,11,3.96,4.54
2354,Hyundai i10 Sportz,Delhi,2012,59000,1,0,First,20.36,1197,78.9,5.0,2.85,12,3.88,4.07
2360,Maruti Swift Dzire LDI,Delhi,2015,53503,0,0,First,26.59,1248,74,5.0,5.0,9,2.78,5.32
2361,Hyundai i10 Sportz,Ahmedabad,2014,47003,1,0,First,20.36,1197,78.9,5.0,3.67,10,3.88,4.07
2372,Maruti Ritz VDi,Jaipur,2009,73000,0,0,Second,21.1,1248,73.9,5.0,2.35,15,3.5,4.22
2373,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,0,0,Second,22.07,1199,73.9,5.0,2.65,12,3.35,4.41
2374,Hyundai i10 Magna,Kochi,2011,65423,1,0,First,20.36,1197,78.9,5.0,3.16,13,3.88,4.07
2377,Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,1,0,First,20.51,998,67.04,5.0,3.9,10,3.27,4.1
