Name,Mileage,Engine,Seats
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Toyota Innova Crysta 2.4 VX MT,13.68,2393,7.0
Ford Figo Diesel Celebration Edition,20.0,1399,5.0
Toyota Platinum Etios 1.4 GXD,23.59,1364,5.0
Mahindra Thar DI 4X4,18.06,2523,7.0
Land Rover Range Rover HSE Dynamic,12.7,2179,5.0
BMW 3 Series 320d Highline,16.07,1995,5.0
Hyundai Accent GLS,13.2,1495,5.0
Maruti Celerio ZXI AT,23.1,998,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Audi A6 2.7 TDI,12.4,2698,5.0
Nissan Micra Diesel XV,23.08,1461,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Renault Duster 85PS Diesel RxL Option,19.87,1461,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,12.99,2494,8.0
Honda Amaze E i-Vtech,18.0,1198,5.0
Mercedes-Benz New C-Class C 250 CDI Elegance,14.94,2143,5.0
Toyota Etios Liva G,17.71,1197,5.0
Toyota Innova Crysta 2.8 GX AT 8S,11.36,2755,8.0
Mercedes-Benz New C-Class 200 CDI Elegance,15.8,2148,5.0
Maruti Swift VXI BSIII,16.1,1298,5.0
Maruti Baleno Alpha 1.3,27.39,1248,5.0
Maruti Celerio VXI AT,23.1,998,5.0
Ford Ecosport 1.5 DV5 MT Ambiente,22.7,1498,5.0
Tata Manza Aura Quadrajet,18.8,1248,5.0
Honda Jazz 1.5 SV i DTEC,27.3,1498,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Nissan Micra Diesel XV Premium,23.08,1461,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,19.27,2143,5.0
Tata Manza Aura Plus Quadrajet BS IV,19.0,1248,5.0
Maruti Swift VDI,22.9,1248,5.0
Maruti Swift Dzire 1.2 Lxi BSIV,17.5,1197,5.0
Tata Indigo eCS LS (TDI) BS-III,19.09,1405,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Hyundai Grand i10 Era,18.9,1197,5.0
Nissan Micra Active XV,19.69,1198,5.0
Hyundai Grand i10 Asta Option,18.9,1197,5.0
Jeep Compass 2.0 Sport,17.1,1956,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Honda Amaze S AT i-Vtech,15.5,1198,5.0
BMW X3 xDrive20d Advantage Edition,16.09,1995,5.0
BMW 3 Series 320d Luxury Line,18.88,1995,5.0
Honda City V AT,15.6,1497,5.0
Mahindra Ssangyong Rexton RX5,12.83,2696,7.0
Maruti Swift Dzire LDI,26.59,1248,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Honda Brio S Option MT,18.4,1198,5.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Tata Zest Quadrajet 1.3 75PS XM,22.95,1248,5.0
Hyundai EON Era Plus,21.1,814,5.0
Hyundai i20 1.2 Spotz,18.6,1197,5.0
Volvo S60 D4 KINETIC,9.0,1984,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Maruti Ritz VXI,21.1,1197,5.0
Hyundai i20 1.4 CRDi Magna,21.9,1396,5.0
Maruti Dzire VXI,22.0,1197,5.0
Porsche Panamera 2010 2013 4S,8.0,4806,4.0
Maruti Swift VDi BSIII W/ ABS,17.8,1248,5.0
Honda Brio S MT,19.4,1198,5.0
Chevrolet Beat LS,18.6,1199,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,13.0,1591,5.0
Honda City ZX GXi,17.7,1497,5.0
Maruti Ritz LXi,18.5,1197,5.0
Ford EcoSport 1.5 TDCi Trend,22.77,1498,5.0
BMW 3 Series 320d,13.2,1995,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,12.8,2494,8.0
Maruti Wagon R LXI,22.5,998,5.0
Maruti Ertiga VDI,25.47,1248,7.0
Maruti Alto LXi BSIII,19.7,796,5.0
Maruti A-Star Vxi,19.0,998,5.0
BMW X5 3.0d,11.0,2993,5.0
Mahindra KUV 100 G80 K6 Plus 5Str,18.15,1198,5.0
Hyundai i10 Magna AT,19.2,1197,5.0
Honda Civic 2006-2010 1.8 S AT,12.9,1799,5.0
Hyundai i10 Sportz 1.2,20.36,1197,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,14.84,2143,5.0
Toyota Etios G,17.6,1496,5.0
Honda City 1.5 E MT,17.0,1497,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Maruti Swift VXI,22.0,1197,5.0
Hyundai Verna 1.6 EX VTVT,17.01,1591,5.0
Maruti Ritz VDi,23.2,1248,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Jeep Compass 2.0 Limited,17.1,1956,5.0
Hyundai i20 Asta Option 1.2,18.6,1197,5.0
Tata New Safari DICOR 2.2 EX 4x4 BS IV,13.93,2179,7.0
Maruti Swift Dzire LDi,19.3,1248,5.0
Tata Indigo eCS eLS BS IV,25.0,1396,5.0
Maruti Swift LDI,28.4,1248,5.0
Maruti Celerio VXI AT,23.1,998,5.0
BMW 5 Series 2013-2017 530d M Sport,14.69,2993,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
Tata Safari DICOR 2.2 LX 4x2,13.93,2179,7.0
Mini Cooper S Carbon Edition,13.6,1598,4.0
Ford Figo Petrol Titanium,15.6,1196,5.0
Honda City i DTEC V,26.0,1498,5.0
Hyundai Tucson CRDi,12.6,1991,7.0
Skoda Laura Ambiente 2.0 TDI CR MT,20.0,1968,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Mahindra XUV500 W6 2WD,15.1,2179,7.0
Renault KWID RXT,25.17,799,5.0
Hyundai i20 Asta 1.2,18.6,1197,5.0
Honda City V AT,15.6,1497,5.0
Ford Endeavour 3.2 Titanium AT 4X4,10.91,3198,7.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
BMW 3 Series 320d Sport,22.69,1995,5.0
Maruti Ritz LDi,23.2,1248,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Maruti Swift Lxi BSIII,16.1,1298,5.0
Tata Tigor 1.2 Revotron XT,20.3,1199,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
BMW 3 Series 320d,13.2,1995,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,14.21,2143,5.0
Maruti Swift VDI,28.4,1248,5.0
Maruti Ertiga VXI,16.02,1373,7.0
Hyundai Verna 1.6 VTVT,17.01,1591,5.0
Land Rover Discovery Sport TD4 HSE,12.63,2179,5.0
Hyundai Santro Xing GL,0.0,1086,5.0
Mercedes-Benz New C-Class C 220 CDI Style,19.27,2143,5.0
Hyundai i10 Magna 1.2,20.36,1197,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Maruti Vitara Brezza VDi Option,24.3,1248,5.0
Renault Duster 85PS Diesel RxL,19.87,1461,5.0
Tata Indica Vista Aqua 1.3 Quadrajet,18.0,1248,5.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,11.3,2987,7.0
Hyundai Xcent 1.2 CRDi S,25.4,1186,5.0
Hyundai Verna CRDi SX ABS,18.1,1493,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
Ford Figo Petrol ZXI,15.6,1196,5.0
Maruti Swift VDI Optional,25.2,1248,5.0
Renault Pulse RxL,23.08,1461,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
BMW 3 Series 320d Luxury Line,22.69,1995,5.0
Skoda Rapid 1.6 MPI Active,15.0,1598,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,12.07,2967,7.0
Maruti Ciaz VDi Plus,26.21,1248,5.0
Honda City i DTEC VX,25.1,1498,5.0
Mercedes-Benz E-Class 2009-2013 E350 Petrol,10.93,3498,5.0
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,14.57,2967,5.0
Mahindra Xylo H4,14.02,2179,7.0
Honda City 1.5 EXI AT,12.0,1493,5.0
Maruti SX4 ZXI MT BSIV,15.5,1586,5.0
Toyota Corolla Altis G,14.53,1798,5.0
Volkswagen Vento Petrol Highline AT,14.4,1598,5.0
Hyundai EON Era Plus,21.1,814,5.0
Skoda Laura Ambition 2.0 TDI CR MT,20.0,1968,5.0
Maruti Swift VDI,22.9,1248,5.0
Toyota Corolla Altis 1.8 VL CVT,14.28,1798,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,12.99,2494,8.0
Tata Tiago Wizz 1.05 Revotorq,27.28,1047,5.0
Skoda Rapid 1.6 MPI Ambition,15.41,1598,5.0
Ford Endeavour 3.2 Titanium AT 4X4,10.91,3198,7.0
Renault KWID RXL,25.17,799,5.0
Hyundai i20 1.4 Asta CRDi with AVN,23.0,1396,5.0
Skoda Laura Ambiente,17.5,1896,5.0
Toyota Corolla Altis Diesel D4DG,21.43,1364,5.0
Mahindra Scorpio S8 8 Seater,15.4,2179,8.0
Audi Q5 2.0 TDI Premium Plus,14.16,1968,5.0
Chevrolet Enjoy TCDi LS 8 Seater,18.2,1248,8.0
BMW 3 Series 320d,22.69,1995,5.0
Nissan Sunny 2011-2014 Diesel XV,21.64,1461,5.0
Honda Accord 2.4 MT,12.8,2354,5.0
Hyundai Verna CRDi,16.8,1493,5.0
Maruti Omni E MPI STD BS IV,16.8,796,8.0
Honda City i VTEC SV,17.4,1497,5.0
Audi A7 2011-2015 Sportback,0.0,2967,5.0
Ford Fiesta 1.4 ZXi Leather,16.6,1388,5.0
Hyundai i20 1.4 Asta,22.54,1396,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,13.0,2143,5.0
Ford EcoSport 1.5 TDCi Trend Plus,22.77,1498,5.0
Hyundai i20 1.2 Magna,18.5,1197,5.0
Honda City i VTEC V,17.8,1497,5.0
Nissan Micra Diesel XV,23.08,1461,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Nissan Micra XL,18.44,1198,5.0
Honda Accord 2.4 MT,12.8,2354,5.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
Maruti Omni 8 Seater BSIV,14.0,796,5.0
Hyundai i20 Magna Optional 1.4 CRDi,21.9,1396,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,17.01,1582,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Maruti Swift LDI BSIV,25.2,1248,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,12.8,2494,8.0
Hyundai Xcent 1.1 CRDi Base,24.4,1120,5.0
Maruti Ertiga Paseo VDI,20.77,1248,7.0
Ford Endeavour 3.2 Trend AT 4X4,10.91,3198,7.0
Hyundai i20 1.4 Sportz,22.54,1396,5.0
Maruti Zen Estilo LXI BS IV,19.0,998,5.0
Maruti Ritz VDi,21.1,1248,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Maruti Swift Dzire ZXi,17.5,1298,5.0
BMW X1 sDrive 20d Sportline,17.05,1995,5.0
Tata Manza Aqua Safire,15.0,1368,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Hyundai i10 Sportz AT,16.95,1197,5.0
Maruti Baleno Sigma 1.2,21.4,1197,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,24.3,1248,5.0
Ford Figo Petrol ZXI,15.6,1196,5.0
Volkswagen Vento Sport 1.2 TSI AT,18.19,1197,5.0
Mahindra Xylo D2 BS III,14.95,2489,7.0
Porsche Cayenne Base,13.33,2995,5.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Volkswagen Polo 1.2 MPI Highline Plus,16.2,1199,5.0
Hyundai Verna 1.6 VTVT,17.01,1591,5.0
Hyundai i10 Era 1.1,19.81,1086,5.0
Mercedes-Benz E-Class E250 CDI Launch Edition,13.0,2143,5.0
Maruti Zen LXI,17.3,993,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Tata Safari Storme VX,14.1,2179,7.0
Honda Brio 1.2 S MT,18.5,1198,5.0
Hyundai i20 Asta,17.0,1197,5.0
Volkswagen Jetta 2012-2014 1.4 TSI,14.69,1390,5.0
Honda Jazz Select Edition,16.7,1198,5.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Jaguar XF Diesel,14.74,2993,5.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Mahindra XUV500 W8 2WD,16.0,2179,7.0
Maruti S Cross DDiS 320 Alpha,22.7,1598,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Volkswagen Polo Petrol Trendline 1.2L,16.47,1198,5.0
Maruti Omni 8 Seater BSII,19.7,796,8.0
Hyundai Grand i10 1.2 Kappa Magna AT,18.9,1197,5.0
Tata Nano Twist XT,25.4,624,4.0
Audi A4 30 TFSI Premium Plus,17.84,1395,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Mini Cooper 5 DOOR D,20.7,1496,5.0
Audi A4 New 2.0 TDI Multitronic,15.2,1968,5.0
Ford Endeavour Titanium 4X2,12.62,2198,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,15.8,1499,5.0
Hyundai Grand i10 Magna,18.9,1197,5.0
Chevrolet Sail 1.2 LS,18.2,1199,5.0
Maruti Swift Dzire LXI,20.85,1197,5.0
Tata Zest Revotron 1.2T XM,17.57,1193,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,19.27,2143,5.0
Chevrolet Cruze LTZ,17.3,1998,5.0
Maruti Ritz VDi,21.1,1248,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,18.9,1197,5.0
Maruti Dzire LDI,28.4,1248,5.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Jaguar XF Diesel,14.74,2993,5.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
Maruti Wagon R LXI,18.9,998,5.0
Volkswagen Polo Petrol Highline 1.2L,16.47,1198,5.0
Honda Civic 2010-2013 1.8 S MT,14.8,1799,5.0
Maruti Wagon R VXI,22.5,998,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,13.0,1591,5.0
Hyundai Grand i10 Asta,18.9,1197,5.0
Nissan Micra Diesel XV Premium,23.08,1461,5.0
Hyundai Grand i10 1.2 Kappa Asta,18.9,1197,5.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Toyota Innova Crysta 2.8 GX AT,11.36,2755,7.0
Mercedes-Benz A Class A180 CDI,20.0,2143,5.0
Hyundai EON D Lite,21.1,814,5.0
Hyundai Elantra CRDi SX,22.7,1582,5.0
Mini Cooper 3 DOOR D,20.7,1496,4.0
Renault Duster 110PS Diesel RXZ Option,19.64,1461,5.0
Ford Endeavour 3.2 Titanium AT 4X4,10.91,3198,7.0
Toyota Corolla Altis GL MT,14.28,1798,5.0
Mahindra XUV500 W7,14.0,2179,7.0
BMW 7 Series 730Ld Design Pure Excellence CBU,16.77,2993,5.0
Maruti Wagon R LX BSIII,17.3,1061,5.0
Honda City i VTEC SV,17.8,1497,5.0
Maruti Swift VDI,22.9,1248,5.0
Honda City i-VTEC CVT VX,18.0,1497,5.0
Maruti Ertiga VDI,20.77,1248,7.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Maruti Ritz VDi,23.2,1248,5.0
Mahindra XUV500 W8 4WD,15.1,2179,7.0
Honda Brio S MT,19.4,1198,5.0
Mercedes-Benz M-Class ML 350 4Matic,0.0,2987,5.0
Tata Manza Club Class Quadrajet90 LS,21.02,1248,5.0
Toyota Innova 2.5 V Diesel 7-seater,12.8,2494,7.0
Maruti Swift VXI,18.6,1197,5.0
Hyundai Verna 1.6 EX VTVT,17.01,1591,5.0
Honda Mobilio S i VTEC,17.3,1497,7.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Honda City i-VTEC CVT VX,18.0,1497,5.0
Land Rover Range Rover 2.2L Dynamic,12.7,2179,5.0
Honda City i-VTEC V,17.4,1497,5.0
Mercedes-Benz E-Class 280 Elegance,9.5,2997,5.0
Ford Ikon 1.3 Flair,13.8,1299,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Maruti A-Star Vxi,19.0,998,5.0
Tata Sumo EX,14.07,1948,7.0
Honda City V AT,15.6,1497,5.0
Nissan Micra XV D,23.19,1461,5.0
Hyundai Verna SX CRDi AT,19.08,1582,5.0
Maruti 800 Std,16.1,796,4.0
Mahindra XUV500 W8 4WD,15.1,2179,7.0
Maruti SX4 VDI,21.5,1248,5.0
Hyundai i20 Sportz AT 1.4,15.0,1396,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,13.0,2143,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Volvo S60 D4 KINETIC,9.0,1984,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,14.21,2143,5.0
Honda Accord 2.4 Elegance M/T,10.2,2354,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Maruti Dzire ZDI,28.4,1248,5.0
Maruti Swift LXI,18.6,1197,5.0
Toyota Corolla Altis G HV AT,14.53,1798,5.0
Land Rover Range Rover Vogue SE 4.4 SDV8,11.49,4367,5.0
Maruti Swift VDI,22.9,1248,5.0
Jeep Compass 2.0 Limited Option 4X4,16.3,1956,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Honda Jazz 1.2 SV i VTEC,18.7,1199,5.0
Volkswagen Polo Petrol Trendline 1.2L,16.47,1198,5.0
Honda Civic 2006-2010 1.8 V AT,12.9,1799,5.0
Toyota Etios G SP,16.78,1496,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,12.8,2494,8.0
Maruti SX4 S Cross DDiS 320 Zeta,22.7,1598,5.0
Ford Freestyle Titanium Plus Petrol,19.0,1194,5.0
Maruti Baleno Alpha 1.2,21.4,1197,5.0
Honda Jazz V,18.2,1199,5.0
Hyundai Verna 1.6 CRDi EX AT,22.32,1582,5.0
Honda Amaze VX i-DTEC,25.8,1498,5.0
Audi Q3 30 TDI Premium FWD,18.51,1968,5.0
Skoda Rapid 2013-2016 1.6 MPI Ambition,15.0,1598,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Tata Indica Vista Quadrajet LS,22.3,1248,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,12.99,2494,8.0
Renault Duster 110PS Diesel RxZ Plus,19.64,1461,5.0
Mercedes-Benz E-Class E400 Cabriolet,10.0,2996,4.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Mercedes-Benz GLE 350d,11.57,2987,5.0
Maruti Ritz VDi,23.2,1248,5.0
Maruti Ciaz ZDi Plus SHVS,28.09,1248,5.0
Hyundai Santro Xing GL,0.0,1086,5.0
BMW 5 Series 520d Sedan,18.48,1497.0,5.0
Maruti Baleno Delta CVT,21.4,1197,5.0
Ford Fiesta Diesel Titanium Plus,23.5,1498,5.0
Mahindra XUV500 W8 2WD,16.0,2179,7.0
Maruti Alto LXi,19.7,796,5.0
Mini Cooper 3 DOOR D,20.7,1496,4.0
Mahindra XUV500 W8 4WD,15.1,2179,7.0
Hyundai Santro Xing GLS,17.92,1086,5.0
Maruti Swift VDI,22.9,1248,5.0
Mercedes-Benz A Class A180 CDI,20.0,2143,5.0
Renault KWID RXT,25.17,799,5.0
Maruti Swift VDI,22.9,1248,5.0
Maruti Zen LXI,17.3,993,5.0
Hyundai Grand i10 Magna AT,18.9,1197,5.0
Tata Manza Aura Quadrajet BS IV,21.12,1248,5.0
Mahindra XUV500 W10 AWD,16.0,2179,7.0
Maruti Swift Dzire 1.2 Vxi BSIV,17.5,1197,5.0
Audi Q3 35 TDI Quattro Premium Plus,15.73,1968,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,14.84,2143,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Toyota Innova 2.5 GX 7 STR,12.8,2494,7.0
Chevrolet Beat LT,18.6,1199,5.0
Honda Jazz 1.2 S i VTEC,18.7,1199,5.0
Nissan Micra XL Primo,18.06,1198,5.0
Maruti Ciaz AT ZXi,19.12,1373,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Ford Aspire Ambiente Diesel,26.1,1498,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Maruti Alto 800 LXI,22.74,796,5.0
Honda Brio V MT,19.4,1198,5.0
Hyundai Verna Transform CRDi VGT SX ABS,16.2,1493,5.0
Honda City 1.5 GXI,12.8,1493,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Toyota Etios Liva GD,23.59,1364,5.0
Hyundai Sonata Transform 2.4 GDi MT,13.44,2359,5.0
Hyundai Creta 1.6 CRDi SX Option,19.67,1582,5.0
Honda Jazz 1.2 SV i VTEC,18.7,1199,5.0
Volkswagen Vento Diesel Comfortline,20.54,1598,5.0
Mahindra XUV500 W6 2WD,16.0,2179,7.0
Mahindra TUV 300 2015-2019 T8,18.49,1493,7.0
Honda Accord 2001-2003 2.3 VTi L AT,11.1,2354,5.0
Maruti Ertiga VDI,20.77,1248,7.0
Mahindra Ssangyong Rexton RX5,12.83,2696,7.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Maruti Ertiga ZDI,20.77,1248,7.0
Hyundai Elantra CRDi SX AT,19.5,1582,5.0
Hyundai i10 Magna 1.2,20.36,1197,5.0
Maruti Omni MPI STD BSIV,16.8,796,5.0
Honda Amaze VX AT i-Vtech,15.5,1198,5.0
Honda Civic 2006-2010 1.8 V AT,12.9,1799,5.0
Mercedes-Benz CLA 200 CDI Sport,17.9,2143,5.0
Skoda Superb 1.8 TFSI MT,13.14,1798,5.0
Maruti Ciaz ZDi Plus SHVS,28.09,1248,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Mercedes-Benz M-Class ML 320 CDI,8.7,2987,5.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Volkswagen Vento Diesel Breeze,20.5,1598,5.0
Chevrolet Beat Diesel LT,25.44,936,5.0
Mahindra Quanto C6,17.21,1493,7.0
Hyundai i10 Asta 1.2 AT with Sunroof,19.2,1197,5.0
Toyota Etios Liva 1.4 GD,23.59,1364,5.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,14.53,1794,5.0
Hyundai i10 Magna 1.2,20.36,1197,5.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,18.16,1196,5.0
Maruti Ritz ZXi,18.5,1197,5.0
Hyundai i20 Sportz AT 1.4,15.0,1396,5.0
Maruti Swift Dzire LDI,26.59,1248,5.0
BMW 7 Series 2007-2012 750Li,8.77,4395,5.0
Maruti S Cross DDiS 320 Alpha,22.7,1598,5.0
Toyota Fortuner 4x4 AT,12.55,2982,7.0
Hyundai EON 1.0 Magna Plus Option O,20.3,998,5.0
Hyundai i20 1.4 CRDi Magna,21.9,1396,5.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Maruti Swift Dzire VXi AT,18.5,1197,5.0
Hyundai i20 Magna 1.4 CRDi,21.9,1396,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,14.21,2143,5.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Hyundai i20 1.4 CRDi Sportz,23.0,1396,5.0
Renault KWID RXT,25.17,799,5.0
Hyundai Xcent 1.2 Kappa AT SX Option,16.9,1197,5.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Chevrolet Cruze LTZ AT,14.39,1998,5.0
Nissan Terrano XL 110 PS,19.01,1461,5.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Maruti Celerio VXI AMT,23.1,998,5.0
Maruti Wagon R LXI,18.9,998,5.0
Hyundai i20 Magna Optional 1.4 CRDi,21.9,1396,5.0
Audi A4 1.8 TFSI,12.3,1781,5.0
BMW X1 sDrive20d,17.05,1995,5.0
Skoda Rapid 1.6 MPI AT Elegance Plus,14.3,1598,5.0
Hyundai i10 Magna,20.36,1197,5.0
Mitsubishi Pajero 2.8 GLX CRZ,10.5,2835,6.0
Honda City i DTEC SV,26.0,1498,5.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Maruti Swift Ldi BSIII,17.8,1248,5.0
Hyundai Grand i10 Magna,18.9,1197,5.0
Ford Figo Petrol ZXI,15.6,1196,5.0
Hyundai Grand i10 SportZ Edition,18.9,1197,5.0
Maruti SX4 Vxi BSIV,15.5,1586,5.0
Honda City i-VTEC VX,17.4,1497,5.0
Renault Duster 110PS Diesel RxZ AMT,19.6,1461,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Toyota Innova 2.5 Z Diesel 7 Seater,12.99,2494,7.0
BMW 3 Series 320d Highline,16.07,1995,5.0
Hyundai i10 Magna 1.1 iTech SE,19.81,1086,5.0
Renault Duster 85PS Diesel RxL Optional with Nav,20.45,1461,5.0
Mitsubishi Outlander 2.4,11.3,2360,5.0
Maruti Vitara Brezza LDi,24.3,1248,5.0
Mercedes-Benz R-Class R350 CDI 4MATIC,11.8,2987,7.0
Ford EcoSport 1.5 Diesel Titanium,23.0,1498,5.0
Hyundai Verna 1.6 CRDI AT SX Option,19.08,1582,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
Renault Duster 110PS Diesel RxL,19.64,1461,5.0
Honda Brio S Option AT,16.5,1198,5.0
Ford Figo 2015-2019 1.2P Titanium MT,18.16,1196,5.0
Audi A6 2.0 TDI Design Edition,18.53,1968,5.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,15.97,2993,7.0
Hyundai i10 Sportz Option,20.36,1197,5.0
Hyundai i20 1.2 Asta Option,18.6,1197,5.0
Skoda Octavia L and K 1.9 TDI MT,16.4,1896,5.0
Hyundai Verna Transform SX VGT CRDi,16.2,1493,5.0
Hyundai Verna 1.6 SX VTVT (O) AT,17.1,1591,5.0
Hyundai Getz GVS,15.3,1341,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Audi A6 2011-2015 35 TDI Technology,17.68,1968,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
BMW X1 sDrive20d,17.05,1995,5.0
Honda City i VTEC SV,17.4,1497,5.0
Hyundai i20 Sportz Option Diesel,23.0,1396,5.0
Honda Jazz 1.2 V CVT i VTEC,19.0,1199,5.0
Maruti Swift 1.3 VXi,16.1,1497.0,5.0
Honda CR-V 2.4 AT,10.1,2354,5.0
Mercedes-Benz A Class A180 CDI,20.0,2143,5.0
Mahindra XUV500 AT W10 AWD,16.0,2179,7.0
Mahindra Bolero SLX 2WD,13.6,2523,7.0
Renault Scala RxL AT,17.97,1498,5.0
Land Rover Freelander 2 HSE SD4,12.35,2179,5.0
Maruti Alto 800 VXI,22.74,796,5.0
Toyota Etios G,17.6,1496,5.0
Hyundai i20 Sportz Option,17.0,1197,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Hyundai EON Magna Plus,21.1,814,5.0
BMW 3 Series 320d,22.69,1995,5.0
Tata Indigo XL Classic Dicor,23.57,1396,5.0
